label Axis1 Axis2 Axis3 Axis4 
143_NM_001985.2 -0.495976 0.145739 -0.059801 -0.011686
144_NM_006234.4 -0.384342 -0.015540 0.122449 -0.173552
145_NM_015921.2 -0.260730 -0.003011 0.197618 0.199371
146_NM_002408.3 -0.079825 -0.035252 -0.062807 -0.056732
147_NM_005645.3 0.609504 0.019013 -0.024846 -0.047966
148_NM_153232.3 -0.196921 -0.357077 -0.036253 0.028725
149_NM_177938.2 -0.456063 0.012897 0.094856 0.044377
150_NM_015640.3 0.229730 -0.010324 0.227596 0.089128
151_NM_006118.3 0.115359 0.107919 -0.099169 -0.040608
152_NM_031940.3 0.271828 0.053388 0.031958 -0.057454
153_NM_014676.2 0.146994 0.133656 0.089922 0.018928
154_NM_020806.4 0.295158 0.133679 0.063059 0.015042
155_NM_145271.3 -0.513464 -0.068436 -0.131903 -0.031664
156_NM_002485.4 0.564280 -0.115015 -0.064937 0.048660
157_NM_018261.3 0.406963 0.064359 0.089354 0.012703
158_NM_194283.3 0.345498 -0.006446 0.062001 -0.054105
159_NM_006758.2 -0.158296 -0.011058 0.163274 -0.023201
160_NM_014409.3 -0.162915 0.086364 -0.017686 -0.009205
161_NM_001090.2 -0.224507 0.120574 0.012433 -0.058680
162_NM_006460.2 -0.519311 -0.125769 0.010489 -0.157086
163_NM_001948.3 0.070868 -0.063700 -0.002998 -0.128463
164_NM_031443.3 -0.321099 -0.065273 -0.088516 0.099935
165_NM_139281.2 0.430119 -0.019346 0.091247 0.013870
166_NM_007075.3 -0.352631 0.145617 0.190717 0.169173
167_NM_001128.5 0.318982 0.090324 0.051589 -0.123626
168_NM_017944.3 0.490075 0.027384 -0.022622 -0.009134
169_NM_001173.2 0.578762 -0.010769 0.021943 0.031653
170_NM_022734.2 0.095592 0.148071 0.058441 0.004568
171_NM_000382.2 0.166025 0.089349 0.070177 -0.120420
172_NM_013247.4 -0.145109 0.092107 0.027045 -0.069943
173_NM_005710.2 -0.242773 0.019710 -0.030543 -0.009862
174_NM_004501.3 0.234048 -0.070932 0.153196 0.000225
175_NM_015962.4 0.301160 -0.042956 -0.094182 -0.017455
176_NM_033420.3 -0.803981 -0.084104 0.204290 0.101597
177_NM_001033088.1 -0.010164 -0.108932 -0.076388 -0.080332
178_NM_006369.4 -0.159849 0.181484 0.059302 -0.011414
179_NM_020889.2 -0.112766 -0.000761 -0.102905 -0.058206
180_NM_002745.4 0.022360 -0.052562 0.014996 0.126038
181_NM_001324.2 0.172070 -0.038836 0.061988 0.077059
182_NM_016494.3 -0.060765 -0.029682 -0.067310 -0.032010
183_NM_016589.3 0.236882 -0.002007 0.178068 -0.081504
184_NM_015035.3 -0.080640 0.059730 -0.120802 -0.019540
185_NM_003252.3 0.555649 -0.081102 0.085980 -0.029583
186_NM_176867.3 0.173092 -0.143378 0.360813 0.115320
187_NM_015636.3 0.034828 0.198920 0.013505 -0.127968
188_NM_002810.2 -0.088777 0.229734 0.125535 -0.077692
189_NM_001035505.1 -0.000044 -0.221011 -0.082318 0.110576
190_NM_003001.3 0.052909 0.209076 0.108728 0.006726
191_NM_001033583.2 0.261091 -0.067689 -0.058043 -0.122989
192_NM_153681.2 0.301129 -0.285137 -0.005039 0.019677
193_NM_003751.3 -0.237000 -0.124254 -0.016802 -0.054209
194_NM_001207.4 0.259263 -0.049655 0.019452 0.215816
195_NM_001568.2 0.419668 -0.000470 0.004338 0.035869
196_NM_030579.2 -0.025517 -0.067218 0.185538 0.101304
197_NM_002911.3 -0.529641 -0.091388 0.023294 0.028754
198_NM_018279.3 0.290918 0.033156 -0.044581 0.127513
199_NM_001039697.1 0.154502 -0.112664 -0.061197 -0.026723
200_NM_006643.3 -0.226772 -0.173976 0.013361 -0.057933
201_NM_006706.3 0.393721 0.018553 0.072992 -0.038733
202_NM_025141.3 -0.117731 -0.055489 0.093550 0.034717
203_NM_004493.2 -0.215663 0.176875 0.171436 -0.137589
204_NM_017765.2 -0.664801 -0.044327 -0.107251 0.021769
205_NM_018396.2 0.089205 -0.067037 0.016596 -0.105653
206_NM_020233.4 0.380706 -0.019790 -0.084929 -0.000522
207_NM_024715.3 0.131449 -0.007584 0.049311 -0.081166
208_NM_004607.2 0.158415 0.090602 0.012999 0.202817
209_NM_018233.3 0.070127 0.000595 -0.022529 -0.051146
210_NM_006251.5 0.426929 -0.013169 -0.032122 0.013704
211_NM_003574.5 0.333699 -0.127678 -0.109483 -0.004859
212_NM_032558.2 0.071765 -0.185261 -0.020569 -0.037951
213_NM_032560.4 0.408968 -0.002622 0.097599 -0.077543
214_NM_017670.2 -0.520558 0.011257 0.027854 -0.125498
215_NM_001605.2 -0.120090 0.121369 -0.073613 -0.095800
216_NM_152734.3 0.099444 -0.023465 -0.133448 0.172489
217_NM_152455.3 0.167462 0.029113 -0.121255 -0.026702
218_NM_017856.2 -0.069172 0.052915 -0.019059 0.005893
219_NM_002643.3 0.592529 -0.227216 -0.063052 0.173586
220_NM_006819.2 -0.155926 0.124203 -0.042127 -0.150909
221_NM_006954.1 0.411867 -0.097573 -0.192533 0.084863
222_NM_005701.3 0.023751 0.075178 -0.079456 0.075771
223_NM_017580.2 0.434381 0.023678 0.019655 -0.021662
224_NM_032226.2 0.311106 -0.032163 -0.020711 0.097748
225_NM_003185.3 -0.274306 -0.276230 0.019497 -0.125949
226_NM_015514.1 0.200794 0.229042 0.141755 -0.080500
227_NM_016018.4 0.459545 0.036339 0.071077 0.031598
228_NM_014042.2 -0.051063 0.296850 0.276667 -0.105581
229_NM_005216.4 -0.344991 0.079310 -0.073040 -0.041509
230_NM_018293.2 0.601229 -0.084228 -0.051504 0.030588
231_NM_014299.2 -0.291914 0.015000 -0.040693 0.020665
232_NM_032193.3 -0.531891 -0.180451 0.228770 0.019671
233_NM_014507.3 -0.534942 -0.331734 0.321501 -0.078270
234_NM_004427.3 -0.340554 0.173752 0.087573 0.028527
235_NM_003000.2 -0.005224 0.108392 0.012156 0.106077
236_NM_000696.3 0.167872 0.000098 0.036595 0.009277
237_NM_023923.3 0.281795 0.033382 -0.042742 -0.034650
238_NM_004859.3 0.381607 0.140667 0.122229 0.053752
239_NM_020642.3 0.071092 -0.068346 0.013237 0.082123
240_NM_032683.2 -0.584474 -0.096214 0.192092 -0.037829
241_NM_007171.3 -0.291174 -0.060847 -0.131174 -0.028488
242_NM_001042371.2 -0.732884 -0.026228 0.136618 0.127870
243_NM_001013657.2 -0.155365 0.174952 -0.075520 -0.038547
244_NM_018107.4 0.087307 0.296840 0.097170 -0.101548
245_NM_182972.2 -0.499448 -0.221289 0.044947 0.071102
246_NM_018149.6 0.277757 0.054585 -0.032720 -0.084347
247_NM_020195.2 -0.250944 0.116160 0.082216 0.142473
248_NM_004500.3 0.170783 0.184700 0.088966 0.007681
249_NM_014803.3 0.657354 -0.091269 -0.014282 0.048120
250_NM_014739.2 0.468200 0.031205 -0.012809 0.099585
251_NM_001077637.1 0.207609 -0.087276 -0.038737 0.099375
252_NM_024740.2 0.175128 0.025761 -0.022726 -0.102551
253_NM_001078172.1 -0.746671 -0.087623 -0.093574 -0.151766
254_NM_003192.2 -0.389855 -0.094940 -0.036145 -0.061135
255_NM_177452.3 0.377614 -0.113183 -0.051239 -0.166041
256_NM_203390.2 0.439861 -0.011881 -0.009254 0.038302
257_NM_006452.3 0.486225 -0.025703 -0.044980 -0.042777
258_NM_005153.2 0.093937 0.005521 0.016760 0.012736
259_NM_004459.6 0.299737 -0.013551 -0.020200 -0.059154
260_NM_032364.5 0.128893 0.144145 -0.085349 -0.032811
261_NM_004328.4 -0.173870 0.140520 0.006315 0.027882
262_NM_003588.3 0.399363 -0.094058 -0.004114 0.096324
263_NM_001080452.1 -0.568259 -0.023530 -0.086225 -0.053700
264_NM_004819.2 -0.522918 0.017307 0.050332 0.046660
265_NM_017974.3 0.064516 0.024198 0.013476 -0.010565
266_NM_014866.1 -0.026834 -0.056370 -0.086335 0.017361
267_NM_016484.4 -0.000710 0.185494 0.026413 0.024139
268_NM_013329.3 0.299974 -0.053014 0.117054 -0.046139
269_NM_015167.2 -0.138472 -0.123655 -0.093769 0.043613
270_NM_016287.3 0.225614 -0.027025 -0.107231 0.108327
271_NM_015836.3 -0.079729 0.013399 0.205490 0.051543
272_NM_014789.3 0.081078 -0.132786 -0.149926 0.069118
273_NM_021994.2 0.386317 -0.039871 -0.079650 0.036989
274_NM_014982.2 0.270832 0.075543 0.001066 -0.047362
275_NM_002270.3 0.399922 0.093133 0.112704 0.059795
276_NM_002804.4 -0.328428 -0.003070 -0.019432 -0.062230
277_NM_005930.3 0.613865 -0.062782 -0.016430 0.001508
278_NM_004685.3 0.386332 -0.011063 -0.035753 0.014975
279_NM_006197.3 0.584219 -0.034962 0.008743 0.044799
280_NM_194280.3 -0.166923 0.055596 -0.242479 0.066527
281_NM_001083614.1 -0.344276 0.040131 -0.082932 0.040981
282_NM_003683.5 -0.348514 -0.109512 -0.075960 0.067137
283_NM_014574.3 0.446774 -0.147661 0.044544 -0.166829
284_NM_017787.4 -0.240881 0.066484 -0.071969 -0.027488
285_NM_017706.4 -0.200853 0.175231 0.018570 0.033602
286_NM_007282.4 0.496124 -0.082483 -0.024478 0.139274
287_NM_001039590.2 0.484540 0.025451 0.085740 0.036290
288_NM_015601.3 0.497631 -0.056157 -0.064582 0.037754
289_NM_018139.2 -0.181103 -0.197797 0.161301 -0.060369
290_NM_022495.5 0.509825 0.006124 0.026348 0.076281
291_NM_001085458.1 0.091134 0.136591 0.091444 -0.053578
292_NM_021090.3 0.024503 0.090115 -0.092318 0.059609
293_NM_032125.2 -0.574930 -0.249624 0.065350 -0.038665
294_NM_014551.4 -0.425433 -0.036068 -0.212983 0.148474
295_NM_004966.3 -0.070676 -0.035817 -0.277299 0.021870
296_NM_020727.4 0.218707 -0.062703 -0.012670 0.069795
297_NM_004087.2 0.495566 0.044976 0.074573 -0.047220
298_NM_019054.2 0.559167 -0.080099 -0.031414 0.057927
299_NM_152383.4 -0.155966 0.011156 0.021245 0.079085
300_NM_030912.2 -0.699161 -0.195161 0.103735 0.023092
301_NM_018358.2 -0.234115 0.092578 -0.031631 0.035917
302_NM_024691.3 0.298487 -0.070314 -0.208893 0.114099
303_NM_144636.2 0.156952 -0.045989 -0.156280 -0.032022
304_NM_003481.2 -0.349276 0.042190 -0.064397 -0.139253
305_NM_006410.4 0.161133 0.003665 -0.017614 0.074158
306_NM_003457.3 0.583034 0.002962 0.161472 0.051690
307_NM_004639.3 -0.116419 0.164625 -0.028492 -0.129754
308_NM_021934.4 -0.510420 0.128290 0.139024 0.113524
309_NM_021215.3 0.052897 0.074647 0.121622 0.029992
310_NM_013318.3 -0.190219 0.024725 -0.051336 -0.042848
311_NM_032127.3 -0.163737 0.265819 0.001958 -0.027872
312_NM_020218.1 -0.197537 -0.020441 0.033702 -0.071058
313_NM_015038.1 0.296471 -0.021073 -0.213504 0.094090
314_NM_022489.3 -0.569749 0.068241 -0.070155 0.023014
315_NM_012412.4 0.107785 0.165098 0.221526 0.215137
316_NM_001689.4 0.265168 0.023547 -0.108981 0.054575
317_NM_004491.4 0.036555 0.046488 -0.078439 -0.053598
318_NM_001099402.1 0.025482 0.088006 0.030091 0.032682
319_NM_003969.3 -0.567638 -0.276800 0.155122 -0.240804
320_NM_173620.2 -0.336794 -0.103008 -0.184140 0.061108
321_NM_053041.2 0.005975 -0.155900 0.047182 0.007886
322_NM_016068.2 -0.560116 0.055257 -0.009355 -0.116866
323_NM_020151.3 -0.124813 -0.001812 0.139306 -0.044565
324_NM_014247.2 0.299408 0.008725 -0.056164 -0.000809
325_NM_021241.2 -0.507431 0.095633 0.045205 -0.013615
326_NM_152440.4 -0.134724 -0.049979 -0.010052 0.032757
327_NM_019557.5 0.048050 0.030983 -0.078576 0.016508
328_NM_001987.4 -0.129517 -0.031800 -0.082309 -0.052781
329_NM_005138.2 -0.360770 0.116114 -0.119648 0.044237
330_NM_032731.3 0.008402 0.078724 0.013378 -0.053410
331_NM_001099692.1 0.011162 0.248715 0.161723 0.244665
332_NM_024945.2 0.694037 -0.076146 -0.002245 0.009633
333_NM_024054.2 0.349348 -0.030266 -0.065622 0.080515
334_NM_018348.5 0.460289 0.022182 -0.040135 0.010150
335_NM_013400.3 -0.642325 -0.023587 0.050976 0.015222
336_NM_007145.2 0.313916 -0.052339 -0.205525 0.096351
337_NM_001205.2 -0.066933 0.005933 -0.102624 -0.041581
338_NM_006839.2 0.299163 0.060541 0.097337 0.050227
339_NM_003685.2 -0.261776 -0.027005 -0.006895 -0.061085
340_NM_017822.3 0.214066 0.187967 0.084116 0.004529
341_NM_001100418.1 -0.625935 -0.317566 0.147101 0.037048
342_NM_015666.3 -0.325937 -0.099679 -0.043192 0.031814
343_NM_153369.2 0.388412 0.015967 0.008321 0.007628
344_NM_175918.3 -0.025126 0.046349 0.310166 0.039112
345_NM_002650.2 -0.486547 0.026894 -0.013700 0.004645
346_NM_013235.4 0.211301 -0.039583 0.002412 -0.019543
347_NM_003680.3 -0.072254 0.107713 -0.057915 -0.133280
348_NM_002384.2 -0.163755 0.090232 0.023048 0.008274
349_NM_014593.3 -0.335819 0.108802 0.082002 0.005176
350_NM_002137.3 0.592057 0.049783 -0.032585 0.068926
351_NM_025073.2 0.088605 -0.244531 -0.055740 -0.232850
352_NM_000380.3 0.302006 -0.220301 0.197738 -0.278643
353_NM_003115.4 0.339123 0.145108 0.088454 -0.044280
354_NM_002812.4 -0.474196 0.026435 -0.056014 -0.024101
355_NM_014920.3 0.173938 0.005467 -0.144831 0.017089
356_NM_052870.2 -0.656632 -0.281567 0.197905 0.173703
357_NM_006413.4 0.431920 -0.072669 -0.000884 0.000785
358_NM_014887.2 0.619491 -0.011628 0.023905 0.066299
359_NM_001080501.2 -0.313964 0.070753 0.073483 -0.048471
360_NM_017956.3 0.164753 0.045690 0.021282 -0.061135
361_NM_015885.3 0.572042 -0.018959 0.015897 -0.063108
362_NM_024742.2 -0.411422 0.021613 0.137850 -0.003584
363_NM_000179.2 0.326424 0.026069 0.007923 0.021422
364_NM_014758.2 0.032882 0.158329 0.011668 0.061455
365_NM_014520.3 -0.501951 0.028914 -0.040987 -0.009619
366_NM_014155.4 0.328856 0.085631 0.093306 -0.033098
367_NM_006930.3 0.260511 0.133503 0.229189 0.058841
368_NM_004992.3 -0.268341 0.033867 -0.092322 0.014016
369_NM_001261.3 -0.518610 0.109938 -0.038890 0.113333
370_NM_003169.3 -0.397981 0.112147 0.023692 0.014825
371_NM_004550.4 0.026277 0.207858 -0.045607 -0.206609
372_NM_000268.3 -0.117317 0.002469 -0.112996 0.036295
373_NM_006384.3 -0.393472 0.002526 -0.106562 -0.046322
374_NM_001113202.1 0.246343 0.009092 -0.022174 -0.231422
375_NM_000107.2 -0.185392 0.017272 -0.152591 0.048679
376_NM_014742.3 -0.359066 0.107153 -0.021050 -0.055033
377_NM_001113363.1 0.063321 0.028458 -0.043993 -0.033829
378_NM_024571.3 -0.329596 -0.154809 -0.020045 -0.030419
379_NM_002764.3 0.112650 0.049487 0.002585 0.049676
380_NM_007103.3 -0.392635 0.070738 0.137825 -0.031751
381_NM_181725.3 0.108027 -0.061862 0.003847 -0.078636
382_NM_015453.2 0.492453 0.021232 0.024122 0.096779
383_NM_015578.2 0.419688 -0.009555 0.059625 0.074462
384_NM_014415.3 0.411738 0.008479 0.125864 -0.072791
385_NM_003443.2 -0.588718 -0.022800 0.055396 0.061689
386_NM_000416.2 0.458151 -0.155442 -0.086138 0.056445
387_NM_001698.2 0.173299 -0.155340 0.010866 -0.117172
388_NM_022061.3 -0.222601 0.033874 0.028742 0.014608
389_NM_014175.3 0.322605 0.038132 0.012974 0.023939
390_NM_024540.3 -0.057548 0.142570 -0.067031 -0.042650
391_NM_178336.2 0.085175 -0.090679 -0.126665 0.080673
392_NM_181441.2 -0.492684 0.116701 -0.006567 0.077393
393_NM_016491.3 -0.157022 -0.013048 0.057456 0.041491
394_NM_002755.3 -0.092232 -0.040812 -0.190384 0.115352
395_NM_002294.2 0.265590 0.002104 0.063571 0.104333
396_NM_016567.3 0.284550 -0.126372 0.042521 0.009710
397_NM_016055.5 0.152530 0.025375 -0.167467 -0.003210
398_NM_000252.2 0.390896 -0.005617 0.032505 -0.012682
399_NM_002454.2 0.303166 -0.074093 -0.012663 0.033663
400_NM_001122672.1 -0.445252 0.133073 -0.050633 0.116555
401_NM_006502.2 0.232744 0.134420 0.091134 0.056261
402_NM_016176.3 -0.590427 -0.125886 -0.094675 0.000707
403_NM_003011.3 0.305037 -0.253080 0.016940 0.104033
404_NM_012087.3 -0.426143 0.033268 -0.099482 -0.009973
405_NM_015929.3 0.481455 -0.063468 -0.070100 0.047081
406_NM_002973.3 0.212921 -0.152948 0.080980 -0.045758
407_NM_001123040.1 -0.231244 -0.255161 0.042978 -0.086121
408_NM_022455.4 0.292670 0.046271 -0.015153 0.018218
409_NM_014950.2 0.509315 -0.049865 -0.025831 -0.000189
410_NM_012123.3 0.276889 0.072067 0.115661 -0.043570
411_NM_002721.4 0.440982 -0.003214 0.149310 -0.089944
412_NM_005520.2 0.366050 -0.127666 -0.086967 0.044824
413_NM_003850.2 0.429170 -0.030836 -0.024583 -0.061813
414_NM_032382.4 -0.391515 -0.007990 0.127892 0.025746
415_NM_015084.2 0.222726 0.011825 -0.095164 -0.039160
416_NM_005830.3 0.375668 -0.077663 0.044971 -0.044066
417_NM_004337.2 0.529401 -0.046335 0.137353 0.004746
418_NM_016071.3 0.204708 0.184796 -0.020860 0.053102
419_NM_001105.4 0.083553 -0.006498 -0.043666 0.079314
420_NM_030662.3 -0.613822 -0.109801 -0.113170 -0.096413
421_NM_002693.2 -0.333018 0.065347 -0.045016 0.063057
422_NM_003331.4 -0.476767 0.068689 -0.065656 -0.013544
423_NM_003418.4 0.187288 0.120800 0.151935 0.121178
424_NM_014140.3 -0.072130 0.017917 -0.087942 0.122217
425_NM_006224.3 -0.019189 0.037512 -0.061768 -0.043755
426_NM_017900.2 -0.555664 -0.153033 -0.057543 0.058377
427_NM_019594.3 -0.766467 -0.122375 0.083982 -0.018625
428_NM_138385.3 -0.608650 0.040612 0.109795 0.007045
429_NM_018077.2 0.112077 -0.017069 -0.011612 0.027250
430_NM_015384.4 0.550541 -0.007423 0.007477 -0.009582
431_NM_000434.3 -0.271399 0.069239 -0.045385 -0.100042
432_NM_002880.3 0.081354 0.057925 -0.034504 -0.024527
433_NM_001128144.1 0.637275 0.010225 0.166219 0.026450
434_NM_032822.2 -0.293485 0.180766 -0.074578 -0.086070
435_NM_018289.3 -0.076487 0.054319 -0.050635 0.103872
436_NM_153331.3 0.147181 0.088963 -0.013734 -0.139521
